"","Symbol","ID","Gene Type","CM tissueType","CM cancerType","CM cellType","CM cellName","unique","p-val","unique-fcs","total-fcs","stat"
"ENSG00000223770.5","LOC101927356","101927356","antisense","","","","","No",3.15e-09,2.06,3.82,"-17.49"
"ENSG00000235772.1","AP001625.2",NA,"antisense","","","","","No",4.45e-12,1.57,2.86,"-17.5"
"ENSG00000277732.1","RF02212",NA,"misc_RNA","","","","","No",0.00253,1.44,2.66,"-17.5"
"ENSG00000279110.1","AL022323.4",NA,"antisense","","","","","Yes",1.32e-64,2.58,4.77,"-17.51"
"ENSG00000151067.21","CACNA1C","775","protein_coding","","","","","No",4.42e-05,0.39,1.67,"-17.52"
"ENSG00000237413.5","MGC27382","149047","processed_transcript","","","","","No",0.00768,0.22,0.91,"-17.53"
"ENSG00000279394.1","AC015871.4",NA,"TEC","","","","","No",7.3e-05,0.72,3.08,"-17.53"
"ENSG00000235277.1","AF127577.3",NA,"antisense","","","","","No",0.00019,1.3,2.56,"-17.54"
"ENSG00000278464.1","AC068506.1",NA,"lincRNA","","","","","No",0.00734,1.47,2.06,"-17.54"
"ENSG00000227659.1","CLYBL-AS2","100874063","antisense","","","","","No",0.000198,1.2,3.09,"-17.54"
"ENSG00000258026.1","AC078955.1",NA,"antisense","","","","","No",2.81e-12,2.22,2.18,"-17.55"
"ENSG00000236188.1","PRKX-AS1","100873944","antisense","","","","","No",9.72e-08,1.94,3.3,"-17.55"
"ENSG00000225112.1","AL157392.1",NA,"antisense","","","","","Yes",1.42e-17,2.79,4.04,"-17.56"
"ENSG00000250267.2","AC021237.1",NA,"antisense","","","","","No",9.49e-06,1.33,3.92,"-17.56"
"ENSG00000260511.1","AC009145.2",NA,"sense_intronic","","","","","No",2.63e-05,1.3,2.27,"-17.56"
"ENSG00000279103.1","AC138470.1",NA,"TEC","","","","","No",1.31e-06,0.74,1.58,"-17.56"
"ENSG00000258172.1","AC073655.1",NA,"antisense","","","","","No",0.000329,0.07,1.78,"-17.57"
"ENSG00000247345.2","AC092343.1",NA,"antisense","","","","","No",5.34e-10,1.26,2.89,"-17.57"
"ENSG00000226883.1","AL035416.1",NA,"antisense","","","","","No",0.00019,1.74,2.32,"-17.58"
"ENSG00000230174.1","LINC01149","101929111","lincRNA","","","","","No",7.17e-05,0.9,1.08,"-17.59"
"ENSG00000240632.6","SPATA31D5P","347127","transcribed_unprocessed_pseudogene","","","","","No",0.0032,0.58,-2.11,"-17.59"
"ENSG00000247765.2","AC068446.2",NA,"lincRNA","","","","","No",2.62e-13,1.64,2.79,"-17.6"
"ENSG00000225140.1","LOC101930421","101930421","antisense","","","","","No",4.29e-07,0.6,3.05,"-17.6"
"ENSG00000280155.1","AL021408.2",NA,"TEC","","","","","No",4.33e-05,1.55,1.76,"-17.62"
"ENSG00000212939.2","Z97192.1",NA,"lincRNA","","","","","No",2.55e-05,0.54,2.82,"-17.63"
"ENSG00000235822.1",NA,NA,"","","","","","No",0.00109,1.23,1.4,"-17.63"
"ENSG00000225893.1","AL136231.1",NA,"processed_pseudogene","","","","","No",9.61e-08,2.28,2.94,"-17.64"
"ENSG00000229172.1","AC073065.1",NA,"processed_pseudogene","","","","","No",0.00391,0.21,1.28,"-17.64"
"ENSG00000248844.6","LOC101928443","101928443","lincRNA","","","","","No",5.43e-10,1.74,2.78,"-17.64"
"ENSG00000248984.1","AC004054.1",NA,"antisense","","","","","No",1.62e-06,2.13,2.26,"-17.64"
"ENSG00000254177.1","AC079209.2",NA,"lincRNA","","","","","No",0.000663,0.6,2.52,"-17.65"
"ENSG00000232518.3","AC074366.1",NA,"antisense","","","","","No",0.00442,1.01,3.03,"-17.65"
"ENSG00000205482.9","SPDYE18",NA,"unprocessed_pseudogene","","","","","No",3.41e-15,0.9,2.5,"-17.65"
"ENSG00000227773.1","ASH1L-IT1",NA,"sense_intronic","","","","","No",2.88e-05,1.32,3.6,"-17.66"
"ENSG00000200687.1","RNA5SP335",NA,"rRNA_pseudogene","","","","","No",0.00215,0.97,1.4,"-17.66"
"ENSG00000271394.1","RF00100",NA,"misc_RNA","","","","","No",0.000578,0.04,2.94,"-17.67"
"ENSG00000263511.1","MIR5699","100847086","miRNA","","","","","Yes",2.4e-24,4.77,1.82,"-17.69"
"ENSG00000237281.1","CATIP-AS2",NA,"antisense","","","","","No",0.00484,0.59,1.71,"-17.69"
"ENSG00000261216.1","AC007216.2",NA,"antisense","","","","","No",2.76e-06,0.29,2.45,"-17.69"
"ENSG00000251288.2","AC018797.3",NA,"processed_pseudogene","","","","","No",0.00042,0.75,2.71,"-17.69"
"ENSG00000232259.1","AL158166.2",NA,"lincRNA","","","","","No",4.07e-09,1.79,3.17,"-17.7"
"ENSG00000152818.18","UTRN","7402","protein_coding","","","","","No",0.00284,0.35,2.04,"-17.7"
"ENSG00000260156.1","AC020763.1",NA,"antisense","","","","","No",5.22e-05,1.09,2.76,"-17.72"
"ENSG00000261083.1","LINC02516","101927087","lincRNA","","","","","No",3.04e-14,2.34,3.1,"-17.73"
"ENSG00000235641.4","LINC00484",NA,"lincRNA","","","","","No",9.7e-13,1.83,3.27,"-17.73"
"ENSG00000258437.1","AL139193.1",NA,"antisense","","","","","No",4.31e-05,1.46,3.13,"-17.73"
"ENSG00000242441.7","GTF2A1L","11036","protein_coding","","","","","No",0.00161,0.31,1.78,"-17.73"
"ENSG00000270277.1","AC009948.2",NA,"antisense","","","","","No",4.08e-05,1.32,2.64,"-17.76"
"ENSG00000232081.1","LARGE-IT1",NA,"sense_intronic","","","","","Yes",7.65e-14,2.8,3.25,"-17.77"
"ENSG00000259563.1","AC025430.1",NA,"antisense","","","","","No",0.00313,0.46,2.42,"-17.77"
"ENSG00000261584.1","AL513548.1",NA,"lincRNA","","","","","No",0.000988,0.32,1.49,"-17.77"
"ENSG00000275936.1","AC004263.1",NA,"antisense","","","","","No",0.00831,0.6,2.09,"-17.79"
"ENSG00000251805.1","RF00602",NA,"scaRNA","","","","","No",0.000446,1.29,3.1,"-17.8"
"ENSG00000231729.1","ARHGEF9-IT1","100874355","sense_intronic","","","","","No",1.09e-08,1.57,3.09,"-17.81"
"ENSG00000229989.3","MIR181A1HG",NA,"lincRNA","","","","","No",0.00286,0.11,2.13,"-17.81"
"ENSG00000227712.1","AL359915.1",NA,"lincRNA","","","","","No",0.00981,0.02,1.79,"-17.82"
"ENSG00000255321.1","AC068389.3",NA,"antisense","","","","","No",2.55e-15,2.24,3.99,"-17.82"
"ENSG00000262228.2","AC087392.3",NA,"lincRNA","","","","","No",1.78e-07,1.21,2.29,"-17.83"
"ENSG00000260470.1","AC023794.5",NA,"lincRNA","","","","","No",5.1e-07,1,2.74,"-17.83"
"ENSG00000263787.1","SKAP1-AS1",NA,"antisense","","","","","No",0.00618,0.06,2.24,"-17.83"
"ENSG00000234197.1","ETV5-AS1",NA,"antisense","","","","","No",0.000574,0.99,2.75,"-17.83"
"ENSG00000250250.1","CTD-2350J17.1","101929472","antisense","","","","","Yes",3.65e-30,3.88,4.04,"-17.84"
"ENSG00000259575.1","AC012404.2",NA,"antisense","","","","","No",2.05e-28,3.51,4.6,"-17.84"
"ENSG00000271428.1","AL031281.1",NA,"processed_pseudogene","","","","","No",2.61e-07,0.52,3.51,"-17.84"
"ENSG00000273582.1","AC009093.5",NA,"lincRNA","","","","","No",2.23e-05,0.2,1.97,"-17.88"
"ENSG00000275389.1","AC068790.9",NA,"lincRNA","","","","","No",1.27e-07,0.51,1.1,"-17.89"
"ENSG00000230741.1","Z82173.1",NA,"antisense","","","","","No",4.25e-13,2.79,3.2,"-17.91"
"ENSG00000255549.2","ENPP7P6",NA,"transcribed_unprocessed_pseudogene","","","","","No",1.78e-13,1.48,3.56,"-17.91"
"ENSG00000254094.1","AC078852.2",NA,"sense_intronic","","","","","No",6.2e-07,1.65,2.94,"-17.91"
"ENSG00000233496.1","SYNJ2-IT1","100874300","sense_intronic","","","","","No",5.97e-14,1.45,2.59,"-17.91"
"ENSG00000223138.1","RNA5SP450",NA,"rRNA_pseudogene","","","","","No",0.000229,1.52,1.39,"-17.91"
"ENSG00000205238.9","SPDYE2","441273","protein_coding","","","","","No",1.71e-17,0.98,2.79,"-17.91"
"ENSG00000251705.1","RNA5-8SP6",NA,"rRNA_pseudogene","","","","","No",2.68e-07,1.49,1.51,"-17.92"
"ENSG00000248125.1","AC008700.1",NA,"lincRNA","","","","","No",3.13e-06,1.2,2.98,"-17.93"
"ENSG00000277548.1","AC018926.3",NA,"sense_intronic","","","","","No",1.46e-09,1.14,2.57,"-17.93"
"ENSG00000248564.1","AC079140.1",NA,"processed_pseudogene","","","","","No",0.00028,0.96,2.68,"-17.93"
"ENSG00000223117.1","RN7SKP296",NA,"misc_RNA","","","","","No",2.35e-05,0.88,2.73,"-17.95"
"ENSG00000279176.1","AC079316.2",NA,"TEC","","","","","No",4.32e-10,1.26,3.57,"-17.97"
"ENSG00000171999.7","OR52P2P",NA,"unitary_pseudogene","","","","","No",0.00141,1.26,2.06,"-17.98"
"ENSG00000229160.1","AC009229.2",NA,"lincRNA","","","","","No",4.1e-07,1.6,2.78,"-17.98"
"ENSG00000237296.9","SMG1P1",NA,"transcribed_unprocessed_pseudogene","","","","","No",1.14e-08,0.42,2.87,"-17.98"
"ENSG00000174527.9","MYO1H","283446","protein_coding","","","","","No",0.0029,0.23,2.11,"-17.98"
"ENSG00000251054.1","AC008883.2",NA,"lincRNA","","","","","No",5.98e-10,1.76,2.65,"-17.99"
"ENSG00000275666.1","RF01946",NA,"misc_RNA","","","","","No",4.34e-05,0.92,3.67,"-18"
"ENSG00000253273.2","AC022826.1",NA,"unprocessed_pseudogene","","","","","No",9.34e-10,1.58,3.98,"-18"
"ENSG00000255097.1","AP006259.1",NA,"sense_intronic","","","","","No",1.83e-13,1.95,3.94,"-18"
"ENSG00000227927.2","MACROD2-IT1","140848","sense_intronic","","","","","No",2.81e-06,1.65,2.92,"-18.01"
"ENSG00000227929.4","SRGAP3-AS3","100288831","antisense","","","","","No",1.87e-08,1.22,3.15,"-18.01"
"ENSG00000232855.6","AF165147.1",NA,"lincRNA","","","","","Yes",9.72e-19,2.4,3.14,"-18.02"
"ENSG00000263098.1","AC068014.1",NA,"antisense","","","","","No",0.00247,1.11,1.92,"-18.02"
"ENSG00000254443.1","AC068733.1",NA,"lincRNA","","","","","No",4.01e-05,1.68,1.49,"-18.03"
"ENSG00000229330.2","AC006947.1",NA,"sense_intronic","","","","","No",0.00275,1.21,2.93,"-18.04"
"ENSG00000226599.1","AL450344.2",NA,"lincRNA","","","","","No",0.000128,0.91,2.58,"-18.04"
"ENSG00000228262.8","LINC01320","104355288","lincRNA","","","","","No",0.00832,0.38,0.15,"-18.04"
"ENSG00000206589.1","RNU6-354P",NA,"snRNA","","","","","No",0.00779,0.38,2.1,"-18.05"
"ENSG00000259209.3","AC004943.1",NA,"antisense","","","","","Yes",3.41e-32,1.9,3.88,"-18.06"
"ENSG00000126070.19","AGO3","192669","protein_coding","","","","","No",5.59e-09,0.51,1.93,"-18.06"
"ENSG00000253932.1","AC019270.1",NA,"antisense","","","","","No",2.73e-20,2.38,3.81,"-18.08"
"ENSG00000250835.1","LSM3P4",NA,"processed_pseudogene","","","","","No",0.000254,1.6,3.17,"-18.08"
"ENSG00000274934.1","RF02176",NA,"misc_RNA","","","","","No",0.00153,0.88,2.97,"-18.08"
"ENSG00000250383.1","AC008871.1",NA,"antisense","","","","","No",6.44e-06,1.82,3.6,"-18.1"
"ENSG00000232113.2","TEX50","730159","protein_coding","","","","","No",0.00588,2.15,-0.65,"-18.1"
"ENSG00000263466.1","AC006441.1",NA,"antisense","","","","","No",4.83e-12,1.02,3.09,"-18.1"
"ENSG00000253385.1","AP003696.1",NA,"lincRNA","","","","","No",5.59e-09,0.96,3.54,"-18.11"
"ENSG00000240198.5","ARHGEF3-AS1","100874200","antisense","","","","","No",6.41e-16,2.98,4.04,"-18.12"
"ENSG00000238007.1","AC024619.1",NA,"sense_intronic","","","","","No",0.000511,1.7,1.53,"-18.14"
"ENSG00000243144.6","AC079760.2",NA,"lincRNA","","","","","No",0.00332,0.68,1.5,"-18.14"
"ENSG00000224356.5","AL356966.1",NA,"sense_intronic","","","","","No",0.00197,0.02,1.57,"-18.15"
"ENSG00000255660.1","RERG-AS1","100873980","lincRNA","","","","","No",3.99e-17,3.05,2.99,"-18.15"
"ENSG00000179447.2","LOC100130264","100130264","antisense","","","","","No",6.51e-16,2.03,3.35,"-18.18"
"ENSG00000226935.6","LINC00161","118421","lincRNA","","","","","No",5.85e-09,2.1,3.09,"-18.18"
"ENSG00000259365.1","AC019254.2",NA,"lincRNA","","","","","No",0.000557,1.44,2.08,"-18.19"
"ENSG00000278099.1","RNVU1-11","6063","snRNA","","","","","No",5.5e-15,1.94,3.45,"-18.19"
"ENSG00000230358.3","SPDYE21P",NA,"unprocessed_pseudogene","","","","","Yes",4.4e-22,1.49,3.15,"-18.2"
"ENSG00000223525.1","RABGAP1L-IT1",NA,"sense_intronic","","","","","No",2.69e-05,0.67,2.96,"-18.2"
"ENSG00000231102.1","AL035588.1",NA,"antisense","","","","","No",1.9e-10,1.11,2.72,"-18.21"
"ENSG00000173678.14","SPDYE2B","100310812","protein_coding","","","","","No",9.89e-16,0.89,2.73,"-18.21"
"ENSG00000253456.1","AC136424.1",NA,"antisense","","","","","No",9.31e-13,2.58,3.45,"-18.22"
"ENSG00000258490.1","AL049835.1",NA,"antisense","","","","","No",0.0029,0.62,3.04,"-18.22"
"ENSG00000229918.1","DOCK9-AS1","100874096","antisense","","","","","No",6.47e-09,1.97,3.37,"-18.23"
"ENSG00000113525.9","IL5","3567","protein_coding","","","","","No",0.000143,1.38,3.19,"-18.24"
"ENSG00000279523.1","AC040168.1",NA,"TEC","","","","","No",2.03e-05,0.29,1,"-18.27"
"ENSG00000236510.1","AC011284.1",NA,"antisense","","","","","Yes",4.19e-30,4.54,3.91,"-18.28"
"ENSG00000200867.1","RN7SKP36",NA,"misc_RNA","","","","","No",4.02e-06,0.77,1.55,"-18.28"
"ENSG00000228741.2","SPATA13","221178","lincRNA","","","","","No",2.18e-07,1.29,2.49,"-18.29"
"ENSG00000262265.1","AC002558.3",NA,"sense_intronic","","","","","No",2.86e-09,1.09,3.75,"-18.31"
"ENSG00000256025.1","CACNA1C-AS4","100874234","antisense","","","","","Yes",1.48e-42,4.28,3.51,"-18.33"
"ENSG00000246985.7","SOCS2-AS1","144481","processed_transcript","","","","","No",0.0036,0.02,1.91,"-18.36"
"ENSG00000260895.1","AP003071.1",NA,"lincRNA","","","","","No",6.21e-05,0.94,2.88,"-18.36"
"ENSG00000215498.8","FAM230B",NA,"processed_transcript","","","","","No",0.008,0.52,-0.13,"-18.37"
"ENSG00000236457.1","AC090617.1",NA,"sense_intronic","","","","","No",6.29e-07,1.89,3.71,"-18.38"
"ENSG00000232190.2","LINC02181","440390","lincRNA","","","","","No",0.00648,0.08,1.88,"-18.38"
"ENSG00000203258.3","AC013549.1",NA,"antisense","","","","","No",3.04e-08,1.05,2.21,"-18.38"
"ENSG00000228614.1",NA,NA,"","","","","","No",0.00283,1.23,2.13,"-18.4"
"ENSG00000186765.11","FSCN2","25794","protein_coding","","","","","No",0.00644,0.15,1.44,"-18.4"
"ENSG00000236427.1","AL589986.2",NA,"lincRNA","","","","","No",0.00012,1.26,2.34,"-18.42"
"ENSG00000235279.1","AC069079.1",NA,"sense_intronic","","","","","No",1.88e-13,3.07,2.76,"-18.43"
"ENSG00000248863.2","AC097376.1",NA,"transcribed_processed_pseudogene","","","","","No",0.0057,0.19,2.23,"-18.43"
"ENSG00000260954.1","AL133297.1",NA,"sense_intronic","","","","","No",4.49e-06,1.26,2.12,"-18.44"
"ENSG00000250496.2","ABT1P1",NA,"processed_pseudogene","","","","","No",0.000323,0.41,2.52,"-18.44"
"ENSG00000172476.4","RAB40A","142684","protein_coding","","","","","No",0.00322,0.37,1.83,"-18.44"
"ENSG00000276710.4","CSPG4P10",NA,"transcribed_unprocessed_pseudogene","","","","","No",6.4e-08,0.45,1.66,"-18.45"
"ENSG00000242154.1","AC004884.2",NA,"antisense","","","","","No",9.25e-09,0.85,2.88,"-18.46"
"ENSG00000228548.1","ITPKB-AS1",NA,"antisense","","","","","No",5.08e-14,2.06,3.53,"-18.47"
"ENSG00000223653.5","AL078459.1",NA,"antisense","","","","","No",1.84e-33,2.79,4.49,"-18.47"
"ENSG00000279722.1","AC007342.7",NA,"TEC","","","","","No",0.00544,0.15,1.64,"-18.47"
"ENSG00000239946.1","ZBTB20-AS3",NA,"lincRNA","","","","","No",6.25e-16,2.39,4.26,"-18.48"
"ENSG00000246145.1","RRS1-AS1","100505676","lincRNA","","","","","No",9.6e-12,1.8,3.59,"-18.49"
"ENSG00000278467.1","AC138393.3",NA,"lincRNA","","","","","No",1.23e-10,1.09,3.39,"-18.49"
"ENSG00000232118.2","BACH1-AS1",NA,"lincRNA","","","","","No",4.7e-07,1.03,2.97,"-18.49"
"ENSG00000279819.1","AL390318.1",NA,"TEC","","","","","No",2.35e-06,0.74,4.13,"-18.51"
"ENSG00000257150.3","PGAM1P5","100132594","transcribed_processed_pseudogene","","","","","No",4.57e-05,0.72,2.74,"-18.52"
"ENSG00000226163.1","AL513185.1",NA,"antisense","","","","","No",7.05e-06,1.13,2.48,"-18.52"
"ENSG00000228423.2","AL357552.2",NA,"lincRNA","","","","","Yes",6.21e-13,1.87,4.35,"-18.53"
"ENSG00000256609.1","AC084880.3",NA,"antisense","","","","","No",2.51e-11,2.59,2.45,"-18.53"
"ENSG00000230394.1","AC078960.1",NA,"lincRNA","","","","","No",9.41e-05,0.9,1.18,"-18.53"
"ENSG00000261489.1","AC025271.3",NA,"lincRNA","","","","","Yes",3.56e-13,3.02,2.33,"-18.54"
"ENSG00000272690.5","LINC02018","107986100","lincRNA","","","","","No",0.00172,0.21,1.56,"-18.54"
"ENSG00000248787.1","AC092903.2",NA,"lincRNA","","","","","No",0.000268,0.87,2.13,"-18.55"
"ENSG00000255672.1","AP002892.1",NA,"antisense","","","","","No",0.00248,0.7,2.46,"-18.56"
"ENSG00000232536.1","AL365436.2",NA,"sense_intronic","","","","","No",1.11e-15,2.07,2.55,"-18.57"
"ENSG00000259548.1","AC021483.1",NA,"lincRNA","","","","","No",0.00107,0.56,2.24,"-18.57"
"ENSG00000230569.1","AC114763.2",NA,"lincRNA","","","","","No",1.21e-08,1.23,3.58,"-18.58"
"ENSG00000158715.5","SLC45A3","85414","protein_coding","","","","","No",2.09e-19,2.7,2.76,"-18.58"
"ENSG00000259245.1","AC040918.1",NA,"lincRNA","","","","","No",0.000235,2.25,-0.58,"-18.6"
"ENSG00000176358.15","TAC4","255061","protein_coding","","","","","No",7.48e-14,1.03,3.01,"-18.6"
"ENSG00000265656.1","AC106037.2",NA,"antisense","","","","","No",0.00165,0.57,2.68,"-18.62"
"ENSG00000260455.1","NBAT1",NA,"lincRNA","","","","","No",7.24e-08,1.04,3.1,"-18.62"
"ENSG00000258742.5","AL117192.1",NA,"lincRNA","","","","","No",0.00199,1.28,0.39,"-18.63"
"ENSG00000227256.1","MIS18A-AS1",NA,"antisense","","","","","No",0.00874,0.6,1.87,"-18.64"
"ENSG00000227588.2","CNTN4-AS2","100873976","lincRNA","","","","","No",3.88e-07,1.92,2.02,"-18.64"
"ENSG00000277563.1","AC063961.1",NA,"misc_RNA","","","","","No",5.63e-13,2.37,2.69,"-18.64"
"ENSG00000282961.1","PRNCR1","101867536","lincRNA","","","","","No",7.3e-08,0.68,1.93,"-18.65"
"ENSG00000244286.1","ITGB5-AS1",NA,"antisense","","","","","No",2.79e-22,2.66,3.98,"-18.66"
"ENSG00000262870.1","CYCSP40",NA,"processed_pseudogene","","","","","No",0.00492,0.75,2.2,"-18.66"
"ENSG00000278601.1","AL158163.2",NA,"antisense","","","","","No",0.000539,0.51,1.99,"-18.66"
"ENSG00000263642.1","MIR4802","100616274","miRNA","","","","","No",4.89e-10,2.36,0.7,"-18.68"
"ENSG00000277022.1","AL031663.3",NA,"lincRNA","","","","","No",7.06e-06,1.15,2,"-18.7"
"ENSG00000250280.2","AC026124.1",NA,"sense_intronic","","","","","No",3.97e-30,2.51,4.44,"-18.72"
"ENSG00000264623.3","MIR4796","100616166","miRNA","","","","","No",0.00134,1.58,-0.93,"-18.72"
"ENSG00000200246.1","RNA5SP263",NA,"rRNA_pseudogene","","","","","No",0.000753,2.4,0.02,"-18.72"
"ENSG00000234675.1","AL445123.1",NA,"lincRNA","","","","","Yes",1.96e-16,3.07,2.74,"-18.73"
"ENSG00000257947.1","AC025030.2",NA,"antisense","","","","","No",6.42e-10,2.1,3.46,"-18.73"
"ENSG00000224957.5","LINC01266","101927215","lincRNA","","","","","No",1.34e-05,1.15,2.32,"-18.73"
"ENSG00000182463.15","TSHZ2","128553","protein_coding","","","","","No",0.000377,0.52,1.98,"-18.73"
"ENSG00000251748.1","RNU4ATAC11P",NA,"snRNA","","","","","No",9.7e-13,2.19,2.43,"-18.74"
"ENSG00000256721.1","CACNA1C-IT3",NA,"sense_intronic","","","","","No",6.33e-24,3.71,3.58,"-18.74"
"ENSG00000229697.2","FAM242E",NA,"lincRNA","","","","","No",0.00435,0.85,1.79,"-18.75"
"ENSG00000274765.1","AC018926.1",NA,"sense_intronic","","","","","No",0.000446,0.52,2.15,"-18.75"
"ENSG00000238585.1","RF00019",NA,"misc_RNA","","","","","No",7.32e-10,1.64,0.47,"-18.76"
"ENSG00000228151.1","LOC101928733","101928733","antisense","","","","","No",0.000172,0.91,0.57,"-18.76"
"ENSG00000230815.1","AL807757.1",NA,"sense_intronic","","","","","No",2.8e-08,1.85,3.93,"-18.76"
"ENSG00000225195.2","AC078962.1",NA,"sense_intronic","","","","","No",1.3e-09,0.98,2.65,"-18.78"
"ENSG00000225572.1","DOCK4-AS1","100506413","antisense","","","","","No",2.47e-20,2.31,4.27,"-18.79"
"ENSG00000231496.1","AL136369.2",NA,"lincRNA","","","","","No",0.000256,1.25,1.39,"-18.8"
"ENSG00000120329.6","SLC25A2","83884","protein_coding","","","","","No",0.000235,0.32,2.44,"-18.8"
"ENSG00000278523.1","RF00019",NA,"misc_RNA","","","","","No",6.96e-05,0.93,3.91,"-18.82"
"ENSG00000224822.1","THRB-IT1",NA,"sense_intronic","","","","","Yes",1.24e-18,2.23,4.25,"-18.83"
"ENSG00000231201.1","AF127577.2",NA,"antisense","","","","","No",7.54e-15,2.01,4.27,"-18.83"
"ENSG00000201532.1","RNA5SP194",NA,"rRNA","","","","","No",0.00535,1.28,1.19,"-18.84"
"ENSG00000261744.1","LOC100128882","100128882","antisense","","","","","No",2.99e-09,0.94,2.46,"-18.84"
"ENSG00000244203.2","FOXP1-AS1","104502416","antisense","","","","","No",1.58e-20,1.78,3.53,"-18.84"
"ENSG00000249787.1","AC113385.1",NA,"lincRNA","","","","","No",2.54e-05,1.5,1.7,"-18.86"
"ENSG00000236830.6","CBR3-AS1","100506428","processed_transcript","","","","","No",1.22e-07,0.67,2.11,"-18.86"
"ENSG00000261734.1","AC116096.1",NA,"lincRNA","","","","","No",6.81e-06,1.2,3.12,"-18.86"
"ENSG00000228221.5","LINC00578",NA,"lincRNA","","","","","No",7.2e-08,1.57,2.34,"-18.87"
"ENSG00000271009.2","AC116667.1",NA,"lincRNA","","","","","No",0.00872,0.18,1.44,"-18.9"
"ENSG00000279936.1","AC008806.1",NA,"TEC","","","","","No",2.5e-05,1.5,2.14,"-18.91"
"ENSG00000259482.1","RORA-AS2",NA,"antisense","","","","","No",7.09e-17,3.1,2.55,"-18.92"
"ENSG00000227076.1","AL158166.1",NA,"sense_intronic","","","","","No",0.00897,0.63,1.91,"-18.93"
"ENSG00000205209.7","SCGB2B2","284402","protein_coding","","","","","No",1.29e-11,1.13,2.2,"-18.94"
"ENSG00000179038.8","AP001885.1",NA,"transcribed_processed_pseudogene","","","","","No",1.33e-13,1.25,4.06,"-18.95"
"ENSG00000256120.1","SOX5-AS1","101928471","lincRNA","","","","","No",2.14e-10,1.35,2.42,"-18.98"
"ENSG00000199523.1","RNA5SP226",NA,"rRNA_pseudogene","","","","","No",2.59e-17,2.96,2.52,"-18.98"
"ENSG00000201027.1","RN7SKP107",NA,"misc_RNA","","","","","No",3.95e-08,0.07,2.36,"-18.98"
"ENSG00000241985.1","WWTR1-IT1",NA,"sense_intronic","","","","","No",6.94e-17,1.82,3.95,"-18.99"
"ENSG00000229598.1","PRDX3P1",NA,"processed_pseudogene","","","","","No",1e-05,0.4,1.64,"-19"
"ENSG00000263883.1","EEF1DP7",NA,"transcribed_processed_pseudogene","","","","","No",1.53e-05,0.38,2.06,"-19.01"
"ENSG00000224323.2","DPRXP1",NA,"processed_pseudogene","","","","","No",0.000284,0.42,3.03,"-19.01"
"ENSG00000236532.5","LINC01695","101927973","lincRNA","","","","","No",1.33e-23,2.96,3.26,"-19.01"
"ENSG00000249635.1","LOC101929577","101929577","antisense","","","","","No",7.68e-08,1.01,2.16,"-19.02"
"ENSG00000259359.1","AC012409.1",NA,"lincRNA","","","","","No",2.37e-17,2.51,3.22,"-19.05"
"ENSG00000207754.3","MIR487B","664616","miRNA","","","","","No",0.00481,2.49,-3.22,"-19.07"
"ENSG00000255122.1","AC068587.2",NA,"processed_pseudogene","","","","","No",0.00725,0.33,1.73,"-19.1"
"ENSG00000203872.6","C6orf163","206412","protein_coding","","","","","No",0.000157,0.37,2.41,"-19.11"
