"","Symbol","ID","Gene Type","CM tissueType","CM cancerType","CM cellType","CM cellName","unique","p-val","unique-fcs","total-fcs","stat"
"ENSG00000243370.3","RN7SL775P",NA,"misc_RNA","","","","","No",2.11e-05,1.25,4.02,"2.05"
"ENSG00000226205.1","AC007790.1",NA,"processed_pseudogene","","","","","No",1.76e-08,1.45,4.48,"2.03"
"ENSG00000236745.2","YRDCP2",NA,"processed_pseudogene","","","","","No",3.7e-08,1.6,4.29,"2.03"
"ENSG00000176893.4","OR51G2","81282","protein_coding","","","","","No",6.37e-15,6.33,7.77,"2.02"
"ENSG00000229892.1","AL035666.1",NA,"processed_pseudogene","","","","","No",1.02e-05,3.15,6.38,"2.02"
"ENSG00000212360.1","RNU6-1177P",NA,"snRNA","","","","","No",2.83e-09,3.32,5.63,"2.02"
"ENSG00000263708.2","AC005695.2",NA,"antisense","","","","","No",8.6e-12,2.28,5.19,"2.01"
"ENSG00000270571.2","AC007681.1",NA,"antisense","","","","","No",6.3e-07,0.66,2.33,"2.01"
"ENSG00000267028.1","TCF4-AS1","105372127","antisense","","","","","No",1.93e-13,2.86,5.57,"2.01"
"ENSG00000281472.1",NA,NA,"","","","","","No",1.1e-07,1.47,5.23,"1.99"
"ENSG00000239288.1","AC063923.1",NA,"processed_pseudogene","","","","","No",0.000577,3.77,6.73,"1.98"
"ENSG00000232879.2","AL591806.2",NA,"processed_pseudogene","","","","","No",2.15e-06,1.5,3.58,"1.98"
"ENSG00000267203.1","SNRPGP4",NA,"processed_pseudogene","","","","","No",3.15e-08,1.35,4.13,"1.96"
"ENSG00000249770.1","MTND6P17",NA,"unprocessed_pseudogene","","","","","No",0.000838,3.21,5.09,"1.96"
"ENSG00000250329.1","KDELC1P1",NA,"processed_pseudogene","","","","","No",1.15e-05,1.29,3.49,"1.96"
"ENSG00000201793.1","RN7SKP9",NA,"misc_RNA","","","","","No",5.16e-21,1.89,5.56,"1.95"
"ENSG00000278991.1","AC090181.3",NA,"TEC","","","","","No",1.22e-12,1.35,3.84,"1.93"
"ENSG00000266396.1","MIR4273","100422955","miRNA","","","","","No",5.26e-06,1.51,3.58,"1.93"
"ENSG00000212529.1","RF00191",NA,"snoRNA","","","","","No",4.84e-10,1.46,4.92,"1.91"
"ENSG00000252634.1","RN7SKP219",NA,"misc_RNA","","","","","No",9.59e-08,2.32,5.38,"1.91"
"ENSG00000227948.4","AC003989.1",NA,"processed_pseudogene","","","","","No",2.38e-09,1.9,5.28,"1.91"
"ENSG00000201209.1","RF00150",NA,"snoRNA","","","","","No",3.68e-12,3.18,6.01,"1.91"
"ENSG00000250219.2","LTV1P1",NA,"processed_pseudogene","","","","","No",0.000637,1.63,5.04,"1.9"
"ENSG00000282859.1","AC003992.1",NA,"sense_intronic","","","","","No",5.79e-05,2.41,5.07,"1.88"
"ENSG00000275377.1","MIR1299","100302167","miRNA","","","","","No",1.4e-07,2.33,5.45,"1.88"
"ENSG00000271871.1","AC005740.4",NA,"antisense","","","","","No",9.27e-08,0.95,2.25,"1.87"
"ENSG00000279989.1","AC011815.3",NA,"TEC","","","","","No",1.11e-05,0.79,2.11,"1.87"
"ENSG00000224493.1","AC093156.1",NA,"processed_pseudogene","","","","","No",7.13e-05,2.47,6.18,"1.86"
"ENSG00000229756.1","RPL31P20",NA,"processed_pseudogene","","","","","No",2.53e-07,2.74,5.76,"1.86"
"ENSG00000273295.1","AP000350.6",NA,"lincRNA","","","","","No",6.25e-08,1.46,3.16,"1.86"
"ENSG00000279855.1","AC005618.2",NA,"antisense","","","","","No",4.4e-10,2.26,4.27,"1.86"
"ENSG00000264902.1","MIR5701-3","103504741","miRNA","","","","","No",0.0087,4.89,4.72,"1.86"
"ENSG00000224815.3","AL691447.1",NA,"processed_pseudogene","","","","","No",3.25e-05,1.64,4.3,"1.83"
"ENSG00000237300.2","MTCO1P19",NA,"processed_pseudogene","","","","","No",5.31e-12,1.99,4.95,"1.82"
"ENSG00000240183.3","RN7SL297P",NA,"misc_RNA","","","","","No",0.000414,1.27,4.71,"1.81"
"ENSG00000280131.1","AC027348.2",NA,"TEC","","","","","No",2.15e-05,2.3,5.13,"1.81"
"ENSG00000252355.1","RN7SKP287",NA,"misc_RNA","","","","","No",1.29e-07,1.55,3.67,"1.81"
"ENSG00000252170.2","RF01169",NA,"snoRNA","","","","","No",1.66e-08,1.94,5.79,"1.8"
"ENSG00000279270.2","OR52R1","119695","protein_coding","","","","","No",2.77e-17,4.95,6.32,"1.8"
"ENSG00000224414.1","AC010886.1",NA,"processed_pseudogene","","","","","No",6.62e-13,2.33,5.49,"1.8"
"ENSG00000276221.1","MIR8057","102466874","miRNA","","","","","No",6.7e-08,3.9,5.64,"1.8"
"ENSG00000251999.1","RF00322",NA,"snoRNA","","","","","No",2.26e-06,2.55,5.79,"1.79"
"ENSG00000279310.1","AC073530.2",NA,"TEC","","","","","No",1.09e-10,2.53,5.73,"1.78"
"ENSG00000254672.1","AL136146.1",NA,"processed_pseudogene","","","","","No",6.03e-12,2.15,5.9,"1.78"
"ENSG00000272028.1","RNU6-87P",NA,"snRNA","","","","","No",6.21e-06,1.52,4.4,"1.78"
"ENSG00000248237.2","AC105420.1",NA,"processed_pseudogene","","","","","No",0.00184,5.17,6.79,"1.77"
"ENSG00000278997.1","AL662907.1",NA,"TEC","","","","","No",2.82e-09,1.07,2.41,"1.77"
"ENSG00000249247.1","MTCYBP17",NA,"unprocessed_pseudogene","","","","","No",0.000271,3.85,5.62,"1.77"
"ENSG00000277202.1","MIR8063","102466875","miRNA","","","","","No",3.91e-13,3.58,6.5,"1.77"
"ENSG00000221275.1","MIR548I2","100302277","miRNA","","","","","No",1.38e-05,2.45,5.09,"1.76"
"ENSG00000207488.1","RF00019",NA,"misc_RNA","","","","","No",1.95e-06,3.09,6.15,"1.76"
"ENSG00000206679.1","RF00019",NA,"misc_RNA","","","","","No",2.07e-06,2.38,5.84,"1.75"
"ENSG00000199306.1","RNU6-858P",NA,"snRNA","","","","","No",0.000821,2.07,4.19,"1.75"
"ENSG00000213431.4","AC080014.1",NA,"processed_pseudogene","","","","","No",4.4e-06,2.23,4.18,"1.75"
"ENSG00000204464.7","C1orf195",NA,"lincRNA","","","","","No",1.52e-19,2.46,5.42,"1.75"
"ENSG00000231490.1","RPL7L1P2",NA,"processed_pseudogene","","","","","No",0.000174,1.64,5.04,"1.74"
"ENSG00000238482.1","RNU6-1208P",NA,"snRNA","","","","","No",4.47e-11,2.86,6.2,"1.73"
"ENSG00000230411.1","OR3D1P",NA,"unprocessed_pseudogene","","","","","No",3.23e-15,3.43,5.18,"1.73"
"ENSG00000266767.1","AP000897.2",NA,"antisense","","","","","No",3.64e-17,2.32,5.15,"1.73"
"ENSG00000222561.1","RNU6-1025P",NA,"snRNA","","","","","No",4.46e-05,1.93,5.13,"1.72"
"ENSG00000258968.2","AL049830.4",NA,"processed_pseudogene","","","","","No",8.53e-19,1.84,5.27,"1.72"
"ENSG00000230902.1","FAM204CP",NA,"processed_pseudogene","","","","","No",0.000945,1.59,5.07,"1.71"
"ENSG00000239910.3","RN7SL530P",NA,"misc_RNA","","","","","No",0.00109,1.21,4.31,"1.71"
"ENSG00000253063.1","RNU6-494P",NA,"snRNA","","","","","No",1.64e-05,2.09,5.05,"1.71"
"ENSG00000279684.1","AP003969.2",NA,"TEC","","","","","No",5.05e-17,2.53,4.58,"1.71"
"ENSG00000216192.1","MIR920","100126320","miRNA","","","","","No",0.000608,1.66,5.31,"1.7"
"ENSG00000261290.1","CYP4A44P",NA,"unprocessed_pseudogene","","","","","No",0.00547,2.61,5.27,"1.7"
"ENSG00000243854.3","RN7SL67P",NA,"misc_RNA","","","","","No",1.09e-07,1.51,4.38,"1.7"
"ENSG00000279958.1","AC019278.1",NA,"TEC","","","","","No",1.83e-08,1.64,5.6,"1.7"
"ENSG00000201354.1","RF00019",NA,"misc_RNA","","","","","No",3.79e-09,2.42,4.96,"1.69"
"ENSG00000272664.1","OR51C4P",NA,"unprocessed_pseudogene","","","","","No",2.98e-15,4.57,6.66,"1.67"
"ENSG00000178162.8","FAR2P2",NA,"transcribed_unprocessed_pseudogene","","","","","No",0.000734,1.26,3.42,"1.67"
"ENSG00000266987.1","AC104984.6",NA,"antisense","","","","","No",5.54e-08,1.64,5.02,"1.67"
"ENSG00000125363.14","AMELX","265","protein_coding","","","","","No",2.89e-21,3.43,5.67,"1.64"
"ENSG00000279071.1","AC073592.3",NA,"TEC","","","","","No",2.59e-21,1.92,4.55,"1.62"
"ENSG00000279829.1","AC015959.1",NA,"TEC","","","","","No",0.00524,1.44,5.17,"1.62"
"ENSG00000242719.3","RN7SL806P",NA,"misc_RNA","","","","","No",1.05e-06,1.22,3.83,"1.61"
"ENSG00000222778.1","RNA5SP144",NA,"rRNA_pseudogene","","","","","No",0.00212,2.32,6.09,"1.61"
"ENSG00000272215.1","RF00066",NA,"snRNA","","","","","No",9.71e-16,2.14,6.09,"1.61"
"ENSG00000279555.1","AC091181.1",NA,"TEC","","","","","No",1.63e-30,2.26,4.55,"1.6"
"ENSG00000273264.1","AL360219.1",NA,"lincRNA","","","","","No",2.21e-10,2.08,4.4,"1.6"
"ENSG00000251579.1","AC055733.3",NA,"processed_pseudogene","","","","","No",1.02e-13,2.16,5.68,"1.59"
"ENSG00000224488.1","SAMM50P1",NA,"processed_pseudogene","","","","","No",0.000178,1.8,4.88,"1.59"
"ENSG00000275194.1","AC004467.1",NA,"unprocessed_pseudogene","","","","","No",1.01e-29,4.43,7.15,"1.59"
"ENSG00000228513.1","AC023271.1",NA,"processed_pseudogene","","","","","No",4.05e-14,2.01,4.02,"1.59"
"ENSG00000242889.3","RN7SL449P",NA,"misc_RNA","","","","","No",2.05e-13,1.64,4.7,"1.58"
"ENSG00000236027.2","PATE3","100169851","protein_coding","","","","","No",8.13e-14,3.21,6.55,"1.58"
"ENSG00000277499.1","AL359854.1",NA,"processed_pseudogene","","","","","No",0.00141,2.55,5.77,"1.57"
"ENSG00000230241.1","AC244636.1",NA,"processed_pseudogene","","","","","No",2.69e-07,3.26,4.66,"1.57"
"ENSG00000232707.1","AP1B1P2",NA,"unprocessed_pseudogene","","","","","No",0.000401,3.51,6.05,"1.57"
"ENSG00000231845.3","HMGB3P14",NA,"processed_pseudogene","","","","","No",3.53e-06,1.6,4.24,"1.56"
"ENSG00000183122.4","OR2A3P",NA,"transcribed_unprocessed_pseudogene","","","","","No",1.85e-05,2.42,5.22,"1.56"
"ENSG00000273051.1","OR51F4P",NA,"unprocessed_pseudogene","","","","","No",6.14e-14,4.93,7.93,"1.53"
"ENSG00000252692.1","RF00271",NA,"snoRNA","","","","","No",0.00761,3.22,4.98,"1.53"
"ENSG00000277387.1","MIR8058","102465863","miRNA","","","","","No",0.000778,1.91,4.44,"1.53"
"ENSG00000222346.1","RNA5SP237",NA,"rRNA_pseudogene","","","","","No",1.68e-06,2.51,5.22,"1.53"
"ENSG00000282944.1","AC140481.3",NA,"processed_transcript","","","","","No",7.67e-12,3,5.57,"1.52"
"ENSG00000235440.1","AC011742.3",NA,"processed_pseudogene","","","","","No",5.3e-18,2.36,4.73,"1.51"
"ENSG00000274666.1","AL133370.2",NA,"unprocessed_pseudogene","","","","","No",1.3e-08,1.9,5.41,"1.51"
"ENSG00000244060.2","RPS2P41",NA,"processed_pseudogene","","","","","No",1.78e-05,1.23,4.02,"1.51"
"ENSG00000224160.1","CICP10",NA,"processed_pseudogene","","","","","No",2.69e-07,2.56,4.59,"1.51"
"ENSG00000272840.1","LOC105374312","105374312","lincRNA","","","","","No",1.1e-06,1.56,3.37,"1.49"
"ENSG00000276064.1","AL365222.1",NA,"processed_pseudogene","","","","","No",0.00257,3.1,5.53,"1.49"
"ENSG00000136930.12","PSMB7","5695","protein_coding","","","","","No",9.09e-05,-0.49,-1.91,"1.49"
"ENSG00000252769.1","RNU6-943P",NA,"snRNA","","","","","No",0.00614,2.52,5.28,"1.48"
"ENSG00000238728.1","MIR1972-1","100302243","miRNA","","","","","No",3.94e-06,1.59,4.22,"1.48"
"ENSG00000278004.1","RF01983",NA,"misc_RNA","","","","","No",0.00093,1.68,4.29,"1.48"
"ENSG00000256056.1","AC087257.2",NA,"unprocessed_pseudogene","","","","","No",1.79e-20,2.21,4.5,"1.48"
"ENSG00000274369.1","GRAMD4P4",NA,"processed_pseudogene","","","","","No",3.98e-17,4.58,6.45,"1.48"
"ENSG00000212535.1","RNU6-808P",NA,"snRNA","","","","","No",5.68e-09,1.88,4.86,"1.46"
"ENSG00000276656.1","MIR6083","102464832","miRNA","","","","","No",8.13e-11,3.87,6.23,"1.46"
"ENSG00000117748.9","RPA2","6118","protein_coding","","","","","No",2.75e-05,-0.68,-1.7,"1.46"
"ENSG00000279390.1","AF127577.6",NA,"TEC","","","","","No",1.39e-27,2.03,5.61,"1.45"
"ENSG00000273474.1","AL157392.4",NA,"antisense","","","","","No",3.63e-06,1.38,2.68,"1.44"
"ENSG00000277841.1","MIR5701-2","100847005","miRNA","","","","","No",0.00902,4.66,4.87,"1.44"
"ENSG00000234247.1","AC096537.2",NA,"processed_pseudogene","","","","","No",0.00744,1.89,4.75,"1.44"
"ENSG00000279629.1","AC048380.3",NA,"TEC","","","","","No",1.27e-11,2.34,4.98,"1.44"
"ENSG00000252151.1","RNU6-1265P",NA,"snRNA","","","","","No",1.99e-06,4.07,6.32,"1.44"
"ENSG00000267085.1","AL512605.2",NA,"processed_pseudogene","","","","","No",0.00747,1.89,4.59,"1.43"
"ENSG00000219188.1","CACYBPP3",NA,"processed_pseudogene","","","","","No",0.00142,1.79,4.39,"1.42"
"ENSG00000265912.1","AC037487.1",NA,"lincRNA","","","","","No",5.39e-11,2.22,4.22,"1.42"
"ENSG00000199627.1","RNU6-1010P",NA,"snRNA","","","","","No",2.11e-13,2.02,4.84,"1.42"
"ENSG00000230833.1","RPEP3",NA,"processed_pseudogene","","","","","No",5.46e-05,1.73,4.72,"1.42"
"ENSG00000207412.1","RNU6-455P",NA,"snRNA","","","","","No",0.00211,1.64,5.28,"1.41"
"ENSG00000253080.1","RNA5SP373",NA,"rRNA_pseudogene","","","","","No",9.24e-06,3.41,5.24,"1.41"
"ENSG00000278886.1","AC087821.1",NA,"TEC","","","","","No",4.62e-09,2.17,5.01,"1.41"
"ENSG00000243260.3","RN7SL558P",NA,"misc_RNA","","","","","No",6.93e-10,1.62,4.3,"1.41"
"ENSG00000248557.1","AC024558.1",NA,"processed_pseudogene","","","","","No",3.52e-06,1.39,2.9,"1.4"
"ENSG00000205497.3","OR51A4","401666","protein_coding","","","","","No",3.01e-13,5.73,7.56,"1.39"
"ENSG00000181322.13","NME9","347736","protein_coding","","","","","No",3.14e-07,1,2.81,"1.38"
"ENSG00000235992.1","GRAMD4P2",NA,"processed_pseudogene","","","","","No",2.2e-14,4.47,6.11,"1.37"
"ENSG00000261970.1","AL391840.1",NA,"processed_pseudogene","","","","","No",2.02e-12,2.22,5,"1.37"
"ENSG00000265340.1","OR4K7P",NA,"unprocessed_pseudogene","","","","","No",0.000935,3.93,6.16,"1.37"
"ENSG00000275314.1","AC006924.1",NA,"unprocessed_pseudogene","","","","","No",0.00981,2.19,5.24,"1.36"
"ENSG00000280240.1",NA,NA,"","","","","","No",1.35e-16,2.18,4.37,"1.36"
"ENSG00000225043.1","RPL18AP2",NA,"processed_pseudogene","","","","","No",3.47e-05,1.43,3.9,"1.36"
"ENSG00000261072.2","AC084783.1",NA,"processed_pseudogene","","","","","No",2.88e-09,1.43,5.11,"1.35"
"ENSG00000239105.1","RNU7-73P",NA,"snRNA","","","","","No",2.06e-08,3.09,5.87,"1.33"
"ENSG00000220506.2","AL136310.1",NA,"processed_pseudogene","","","","","No",0.00461,0.94,4.47,"1.33"
"ENSG00000269894.1","AC018809.1",NA,"sense_intronic","","","","","No",8.36e-06,1.4,2.44,"1.33"
"ENSG00000276673.1","RF02271",NA,"misc_RNA","","","","","No",0.000767,2.33,5.81,"1.33"
"ENSG00000273700.1","MIR6760","102465455","miRNA","","","","","No",0.000486,3.59,5.31,"1.32"
"ENSG00000267587.1","AC090241.1",NA,"processed_pseudogene","","","","","No",1.18e-14,2.01,5.22,"1.32"
"ENSG00000266545.1","MIR5701-1","100847060","miRNA","","","","","No",5.96e-05,6.45,6,"1.31"
"ENSG00000188394.6","GPR21",NA,"protein_coding","","","","","No",2.15e-08,1.11,3.29,"1.31"
"ENSG00000222500.1","RNA5SP475",NA,"rRNA_pseudogene","","","","","No",4.13e-06,3.03,5.54,"1.31"
"ENSG00000231011.1","AC092832.1",NA,"processed_pseudogene","","","","","No",2.07e-08,4.29,6.2,"1.31"
"ENSG00000207327.1","RNU6-883P",NA,"snRNA","","","","","No",2.98e-15,3.81,5.49,"1.3"
"ENSG00000272130.1","AC091946.2",NA,"lincRNA","","","","","No",0.00348,1.31,3.31,"1.29"
"ENSG00000233563.1","OR52E7P",NA,"unprocessed_pseudogene","","","","","No",0.00855,2.82,6.05,"1.29"
"ENSG00000270497.1","BX322635.1",NA,"processed_pseudogene","","","","","No",5.79e-06,1.74,4.33,"1.28"
"ENSG00000251073.1","NUDT19P5",NA,"processed_pseudogene","","","","","No",1.48e-09,2.56,4.82,"1.28"
"ENSG00000270614.1","AC011451.2",NA,"processed_pseudogene","","","","","No",3.26e-07,1.3,3.45,"1.27"
"ENSG00000235967.1","COX5BP3",NA,"processed_pseudogene","","","","","No",3.32e-10,2.24,5.23,"1.27"
"ENSG00000230769.1","Z98048.1",NA,"processed_pseudogene","","","","","No",7.71e-07,1.71,4.2,"1.26"
"ENSG00000270048.1","AC068790.4",NA,"sense_intronic","","","","","No",3.12e-16,1.86,4.39,"1.26"
"ENSG00000201496.1","RN7SKP275",NA,"misc_RNA","","","","","No",1.72e-08,1.81,4.39,"1.25"
"ENSG00000272983.1","AL117339.4",NA,"lincRNA","","","","","No",4.93e-22,1.41,3.3,"1.25"
"ENSG00000248350.1","AC010265.1",NA,"processed_pseudogene","","","","","No",1.24e-14,3.51,5.55,"1.25"
"ENSG00000275142.1",NA,NA,"","","","","","No",1.98e-11,2.04,3.42,"1.25"
"ENSG00000254442.1","AP000859.1",NA,"processed_pseudogene","","","","","No",0.0067,1.69,4.37,"1.24"
"ENSG00000168122.4","ZNF355P",NA,"unprocessed_pseudogene","","","","","No",0.00327,2.1,4.49,"1.23"
"ENSG00000278218.1","RF02271",NA,"misc_RNA","","","","","No",3.58e-08,2.06,3.9,"1.23"
"ENSG00000252409.1","RF00602",NA,"scaRNA","","","","","No",0.000443,1.98,4.76,"1.23"
"ENSG00000226545.1","AL357552.1",NA,"unprocessed_pseudogene","","","","","No",2.82e-06,1.36,4.38,"1.22"
"ENSG00000270289.1","AC012669.1",NA,"processed_pseudogene","","","","","No",0.000477,3.49,6.04,"1.21"
"ENSG00000252087.1","RN7SKP248",NA,"misc_RNA","","","","","No",0.00908,1.44,4.56,"1.21"
"ENSG00000252461.1","RF00416",NA,"snoRNA","","","","","No",6.09e-05,2.66,4.33,"1.2"
"ENSG00000279759.1","AC118344.2",NA,"TEC","","","","","No",4.71e-25,1.14,2.96,"1.2"
"ENSG00000239040.1","RF00019",NA,"misc_RNA","","","","","No",6.1e-08,1.65,3.66,"1.19"
"ENSG00000198062.14","POTEH","23784","protein_coding","","","","","No",1.14e-17,3.9,7.19,"1.19"
"ENSG00000181017.4","OR56B2P",NA,"transcribed_unprocessed_pseudogene","","","","","No",0.00161,2.16,4.89,"1.18"
"ENSG00000231395.1","ARL4AP4",NA,"processed_pseudogene","","","","","No",1.94e-21,2.41,4.71,"1.17"
"ENSG00000271532.1","BBIP1P1",NA,"processed_pseudogene","","","","","No",2.53e-07,2.02,4.1,"1.17"
"ENSG00000252860.1","RNU6-570P",NA,"snRNA","","","","","No",4.9e-08,2.5,4.84,"1.16"
"ENSG00000212384.1","SNORD113-2","767562","snoRNA","","","","","No",0.000538,2.24,5.75,"1.16"
"ENSG00000217179.1","MTCYBP2",NA,"processed_pseudogene","","","","","No",7.05e-14,3.63,6.45,"1.16"
"ENSG00000265113.1","AC026474.1",NA,"sense_intronic","","","","","No",7.58e-18,3.08,5.54,"1.15"
"ENSG00000279703.1","AC017037.3",NA,"TEC","","","","","No",0.00164,3.12,5.88,"1.15"
"ENSG00000221375.1","RNU6ATAC23P",NA,"snRNA","","","","","No",2.37e-09,2.7,5.95,"1.15"
"ENSG00000255396.2","AP000857.1",NA,"processed_pseudogene","","","","","No",3.82e-14,3.29,6.39,"1.15"
"ENSG00000249002.2","AC096745.1",NA,"processed_pseudogene","","","","","No",3.12e-19,4.64,6.73,"1.14"
"ENSG00000234001.1","AC000111.1",NA,"processed_pseudogene","","","","","No",0.00255,3.39,5.23,"1.14"
"ENSG00000224807.5","DUX4L9",NA,"unprocessed_pseudogene","","","","","No",1.82e-07,2.57,4.74,"1.14"
"ENSG00000235963.1","MCCD1P1",NA,"unprocessed_pseudogene","","","","","No",5.91e-06,1.65,3.23,"1.14"
"ENSG00000279603.1","AP000720.2",NA,"TEC","","","","","No",4.84e-05,2.41,5.2,"1.12"
"ENSG00000267504.1","AC090236.2",NA,"sense_intronic","","","","","No",3.18e-19,2.99,4.98,"1.12"
"ENSG00000236483.1","MTND2P40",NA,"unprocessed_pseudogene","","","","","No",1.52e-08,1.59,3.89,"1.12"
"ENSG00000207345.1","RNU6-1222P",NA,"snRNA","","","","","No",9.94e-05,2.33,5.19,"1.11"
"ENSG00000259029.1","DUX4L18",NA,"unprocessed_pseudogene","","","","","No",0.000103,3.4,5.42,"1.11"
"ENSG00000269256.1","AC024603.1",NA,"antisense","","","","","No",1.72e-05,1.43,3.06,"1.1"
"ENSG00000279482.1","AC007683.2",NA,"TEC","","","","","No",3.77e-10,2.32,5.37,"1.09"
"ENSG00000239402.3","CYP4F62P",NA,"transcribed_unprocessed_pseudogene","","","","","No",1.77e-13,3.32,5.64,"1.09"
"ENSG00000280443.1","AL136313.1",NA,"TEC","","","","","No",2.36e-09,2.44,6.16,"1.08"
"ENSG00000176904.1","OR51H1","401663","transcribed_unprocessed_pseudogene","","","","","No",4.9e-11,4.17,6.95,"1.08"
"ENSG00000254349.5","MIR2052HG","441355","lincRNA","","","","","No",0.000396,1.34,3.55,"1.07"
"ENSG00000224430.2","MKRN5P",NA,"processed_pseudogene","","","","","No",8.76e-12,1.53,3.78,"1.07"
"ENSG00000279653.1","AC004678.2",NA,"TEC","","","","","No",6.35e-07,1.31,3.26,"1.06"
"ENSG00000264750.1","AC032019.1",NA,"antisense","","","","","No",0.000118,2.64,5.2,"1.05"
"ENSG00000273289.1","AL121672.3",NA,"antisense","","","","","No",8.7e-10,1.9,4.04,"1.05"
"ENSG00000201036.1","RF00181",NA,"snoRNA","","","","","No",0.000618,2.04,5.64,"1.05"
"ENSG00000199508.1","RNA5SP110",NA,"rRNA_pseudogene","","","","","No",1.17e-06,3.31,5.58,"1.05"
"ENSG00000252338.1","RNU6-503P",NA,"snRNA","","","","","No",0.0051,2.87,6.06,"1.04"
"ENSG00000271385.1","AL161798.1",NA,"processed_pseudogene","","","","","No",0.000104,2.25,5.45,"1.04"
"ENSG00000243658.1","MTND5P16",NA,"unprocessed_pseudogene","","","","","No",0.000253,1.61,5.09,"1.03"
"ENSG00000279595.1","AC126335.2",NA,"TEC","","","","","No",8.85e-06,1.83,4.14,"1.03"
"ENSG00000217495.2","AL136116.2",NA,"processed_pseudogene","","","","","No",0.000115,1.57,4.51,"1.02"
"ENSG00000269938.1","AC068790.2",NA,"sense_intronic","","","","","No",6.33e-07,1.28,4.13,"1.02"
"ENSG00000267285.1","AC004672.2",NA,"sense_intronic","","","","","No",1.01e-08,1.35,4.47,"1"
"ENSG00000252246.1","RNA5SP92",NA,"rRNA_pseudogene","","","","","No",2.54e-09,2.79,5.08,"0.98"
"ENSG00000258619.2","AL136298.2",NA,"processed_pseudogene","","","","","No",0.000152,1.74,5.03,"0.98"
"ENSG00000278438.1","MIR7849","102465837","miRNA","","","","","No",0.0031,1.56,4.62,"0.97"
"ENSG00000278351.1","AC009248.2",NA,"sense_intronic","","","","","No",0.000169,1.78,5.36,"0.96"
"ENSG00000279412.1","AC020763.3",NA,"TEC","","","","","No",5.02e-14,1.24,3.58,"0.96"
"ENSG00000248885.1","AC118465.1",NA,"processed_pseudogene","","","","","No",3.21e-11,1.93,4.67,"0.96"
"ENSG00000229695.1","AC011242.1",NA,"processed_pseudogene","","","","","No",0.000174,0.97,3.29,"0.96"
"ENSG00000168630.3","SPINT5P",NA,"processed_pseudogene","","","","","No",4.03e-10,3.88,5.99,"0.96"
"ENSG00000125356.6","NDUFA1","4694","protein_coding","","","","","No",2.94e-08,-1.11,-2.76,"0.96"
"ENSG00000279640.1","AC138466.5",NA,"TEC","","","","","No",7.84e-12,1.88,3.67,"0.95"
"ENSG00000225832.1","AL035090.1",NA,"processed_pseudogene","","","","","No",2.16e-07,1.35,4.37,"0.95"
"ENSG00000268272.1","VN1R78P",NA,"unprocessed_pseudogene","","","","","No",3.76e-05,2.35,5.03,"0.95"
"ENSG00000259154.1","DUX4L17",NA,"unprocessed_pseudogene","","","","","No",0.000467,4.2,6.06,"0.95"
"ENSG00000157388.14","CACNA1D","776","protein_coding","","","","","No",3.6e-08,1.38,3.25,"0.95"
"ENSG00000264434.2","AC110603.1",NA,"antisense","","","","","No",1.76e-07,2.55,5.85,"0.95"
"ENSG00000252096.1","RF00322",NA,"snoRNA","","","","","No",0.000317,0.94,3.78,"0.94"
"ENSG00000251844.1","RF00537",NA,"snoRNA","","","","","No",9.99e-05,2.14,5.21,"0.94"
"ENSG00000267457.1","AC004223.2",NA,"lincRNA","","","","","No",1.19e-16,2.69,4.57,"0.94"
"ENSG00000254255.1","AC060788.1",NA,"processed_pseudogene","","","","","No",0.00151,3.4,6.36,"0.94"
"ENSG00000275550.1","AL096712.1",NA,"processed_pseudogene","","","","","No",2.46e-09,1.55,4.68,"0.93"
"ENSG00000271974.1","RDM1P4",NA,"transcribed_processed_pseudogene","","","","","No",1.23e-11,1.75,3.94,"0.92"
"ENSG00000279187.1","AC027601.5",NA,"TEC","","","","","No",4.06e-10,1.04,3.07,"0.92"
"ENSG00000252637.1","RNA5SP268",NA,"rRNA_pseudogene","","","","","No",1.48e-09,2.47,5.26,"0.92"
"ENSG00000267393.1","AP002439.1",NA,"antisense","","","","","No",4.79e-15,2.29,5.67,"0.91"
"ENSG00000270679.1","AC138473.1",NA,"processed_pseudogene","","","","","No",4.76e-06,1.08,3.36,"0.91"
"ENSG00000270710.1","FO393422.1",NA,"processed_pseudogene","","","","","No",7.38e-07,3.14,6.17,"0.91"
"ENSG00000264060.1","MIR4316","100422851","miRNA","","","","","No",0.00011,2.03,5.05,"0.91"
"ENSG00000201684.1","RN7SKP239",NA,"misc_RNA","","","","","No",0.000273,1.3,3.64,"0.9"
"ENSG00000234931.1","MARK2P15",NA,"processed_pseudogene","","","","","No",1.35e-06,3.46,5.85,"0.89"
"ENSG00000270874.1","RPAP2P1",NA,"processed_pseudogene","","","","","No",2.21e-11,1.76,5.01,"0.89"
"ENSG00000184617.10","ZNF840P",NA,"unprocessed_pseudogene","","","","","No",1.97e-08,2.1,3.98,"0.88"
"ENSG00000261624.1","NDUFB10P2",NA,"processed_pseudogene","","","","","No",1.74e-09,3.28,5.9,"0.88"
"ENSG00000244540.2","AC087884.1",NA,"processed_pseudogene","","","","","No",3.28e-06,1.2,3.68,"0.88"
"ENSG00000222036.7","POTEM","641455","protein_coding","","","","","No",6.3e-16,3.67,6.99,"0.88"
"ENSG00000264943.1","SH3GL1P2",NA,"processed_pseudogene","","","","","No",0.00438,0.83,2.84,"0.87"
